geo,pop,1-27,1-27_ratio,28-52,28-52_ratio
RO11,2552112,-589.0000000000002,-23.078924435918182,3705.2,145.18171616292702
RO12,2318272,-164.8,-7.108743063799244,3300.0,142.34740358335864
RO2,5594735,-671.9999999999998,-12.011292760068168,6146.8,109.86758085950453
RO21,3198564,-213.39999999999986,-6.671743945095358,3745.8,117.10880257515561
RO22,2396171,-458.6,-19.138867802005784,2401.0,100.2015298574267
RO3,5245005,-543.6000000000004,-10.364146459345614,7265.8,138.5279899637846
RO31,2929832,-720.0000000000002,-24.574787905927717,4871.8,166.28257183347034
RO32,2315173,176.4000000000002,7.619301019837403,2394.0,103.40479955493606
RO4,3704334,-1310.2000000000005,-35.369380838768876,4383.6,118.33706139889114
RO41,1926860,-715.2000000000003,-37.11738268478251,2207.0,114.53867950966857
RO42,1777474,-595.0000000000001,-33.47446995005272,2176.6,122.45467444249535
RS,6963764,-869.9999999999998,-12.493243596422852,2292.4000000000005,32.918978874068685
RS1,3548830,-2.60000000000025,-0.073263582645555,2207.7999999999997,62.212052986477225
RS11,1691919,601.9999999999999,35.58089955843039,1400.4,82.76991983658793
RS12,1856911,-604.5999999999998,-32.5594495374307,807.4,43.48081302765722
RS2,3414934,-867.3999999999996,-25.400198071177936,84.60000000000002,2.477353881509863
RS21,1916855,-356.6,-18.603389406084446,517.3999999999997,26.992130338497162
RS22,1498079,-510.80000000000007,-34.09700022495476,-432.8,-28.89033221879487
SE,10230185,4169.6,40.75781620762479,1814.0000000000007,17.731839649038612
SE1,4052937,3053.4000000000005,75.33795862111847,353.79999999999995,8.729471985377517
SE11,2344124,2334.0,99.56811158454074,130.59999999999997,5.571377623368045
SE12,1708813,719.4000000000001,42.09939882245747,223.2,13.061698383614825
SE2,4425644,819.3999999999997,18.51481953812823,1089.0,24.60658832929174
SE21,864630,248.0,28.68278916993396,352.79999999999995,40.80358072238992
SE22,1521848,-59.00000000000003,-3.8768654951085804,634.2,41.67301859318408
SE23,2039166,630.3999999999999,30.914599399950756,102.00000000000006,5.00204495367224
SE3,1751604,296.8,16.944469183673935,371.19999999999993,21.192004585511334
SE31,855220,158.99999999999997,18.591707396927102,179.6,21.000444330113886
SE32,375733,132.0,35.1313299603708,113.19999999999999,30.127776905408894
SE33,520651,5.7999999999999545,1.113989985614155,78.39999999999999,15.058071529681108
SI,2080908,122.00000000000006,5.8628252666624405,3052.2000000000003,146.67635474514012
SI0,2080908,122.00000000000006,5.8628252666624405,3052.2000000000003,146.67635474514012
SK,5450421,-464.60000000000025,-8.524112174087106,2677.8,49.1301497627431
SK0,5450421,-464.60000000000025,-8.524112174087106,2677.8,49.1301497627431
SK01,659598,-2.0,-0.3032149885233127,155.59999999999997,23.590126107113722
SK02,1826145,-169.60000000000002,-9.287323843396884,772.4,42.29675080565892
SK03,1339242,-256.5999999999999,-19.16009205207124,719.8,53.74682096290289
SK04,1625436,-36.400000000000034,-2.239399151981378,1030.0000000000002,63.367613366505985
UK,66647112,59342.0,89.03911695378488,17991.0,26.994418002688548
UKC,2656980,2613.7999999999997,98.37484663038487,1119.4,42.130539183584375
UKC1,1201543,1339.9999999999998,111.52326633337299,625.3999999999999,52.04973937678468
UKC2,1455437,1273.8000000000002,87.52010564524608,494.00000000000006,33.94169586179272
UKD,7300075,8243.2,112.91938781450875,3395.8,46.51733030140101
UKD1,498083,690.1999999999999,138.57128229632409,250.40000000000003,50.2727457070408
UKD3,2822003,2895.0,102.5867088022231,1577.2000000000003,55.889380698744844
UKD4,1495318,1523.8000000000002,101.9047453451373,768.9999999999999,51.42718806300733
UKD6,931347,1114.8000000000002,119.69759928361827,24.400000000000006,2.6198613406174074
